,brand,mileage,deposit,number_of_miles,first_registration,duration,monthly_fee,horsepower,kilowatts,fuel_type,emissions,consumption
151,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",131 PS,96 kW,Benzin,126 g/km,"5,0 l/100 km"
152,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"185,00 €",130 PS,96 kW,Benzin,128 g/km,"5,7 l/100 km"
153,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"220,00 €",131 PS,96 kW,Benzin,139 g/km,"6,2 l/100 km"
154,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"259,00 €",110 PS,81 kW,Benzin,138 g/km,"6,1 l/100 km"
155,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"235,00 €",130 PS,96 kW,Benzin,144 g/km,"6,4 l/100 km"
156,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"230,00 €",130 PS,96 kW,Benzin,141 g/km,"6,4 l/100 km"
157,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"245,62 €",170 PS,125 kW,Elektro,,
158,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"252,23 €",131 PS,96 kW,Benzin,128 g/km,"5,7 l/100 km"
159,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"285,00 €",160 PS,118 kW,Benzin,130 g/km,"6,5 l/100 km"
160,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"241,00 €",170 PS,125 kW,Elektro,,
161,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",11.500 km,05/2022,36 Monate (anpassbar),"525,00 €",286 PS,210 kW,Diesel,178 g/km,"6,8 l/100 km"
162,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",15 km,Neuwagen,24 Monate (anpassbar),"250,00 €",131 PS,96 kW,Benzin,132 g/km,"5,9 l/100 km"
163,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"252,00 €",131 PS,96 kW,Benzin,141 g/km,"6,2 l/100 km"
164,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"238,83 €",131 PS,96 kW,Benzin,144 g/km,"6,4 l/100 km"
165,Fiat,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"199,00 €",90 PS,66 kW,Elektro,,
166,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"439,00 €",280 PS,206 kW,Benzin,167 g/km,"7,3 l/100 km"
167,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"119,00 €",83 PS,61 kW,Benzin,106 g/km,"4,7 l/100 km"
168,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"359,00 €",184 PS,135 kW,Elektro,,
169,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"445,00 €",210 PS,154 kW,Diesel,159 g/km,"6,1 l/100 km"
170,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",15 km,Neuwagen,24 Monate (anpassbar),"184,00 €",101 PS,74 kW,Benzin,117 g/km,"6,2 l/100 km"
171,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,24 Monate (anpassbar),"253,67 €",130 PS,96 kW,Benzin,143 g/km,"6,3 l/100 km"
172,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"253,00 €",131 PS,96 kW,Benzin,144 g/km,"6,4 l/100 km"
173,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"206,00 €",110 PS,81 kW,Benzin,135 g/km,"5,9 l/100 km"
174,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",22.450 km,04/2022,36 Monate (anpassbar),"469,00 €",286 PS,210 kW,Diesel,176 g/km,"6,7 l/100 km"
175,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"931,77 €",344 PS,253 kW,Diesel,170 g/km,"6,4 l/100 km"
176,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"299,00 €",131 PS,96 kW,Benzin,140 g/km,"6,5 l/100 km"
177,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",22.450 km,04/2022,36 Monate (anpassbar),"489,00 €",286 PS,210 kW,Diesel,176 g/km,"6,7 l/100 km"
178,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,00 €",150 PS,110 kW,Andere,161 g/km,"7,0 l/100 km"
179,Toyota,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"149,00 €",72 PS,53 kW,Benzin,127 g/km,"5,6 l/100 km"
180,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"309,00 €",160 PS,118 kW,Benzin,135 g/km,"5,9 l/100 km"
181,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"579,99 €",313 PS,230 kW,Elektro,,
182,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"486,26 €",269 PS,198 kW,Elektro,,
183,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"329,00 €",150 PS,110 kW,Benzin,130 g/km,"5,7 l/100 km"
184,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",110 PS,81 kW,Benzin,124 g/km,"5,0 l/100 km"
185,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"519,00 €",210 PS,154 kW,Diesel,191 g/km,"6,3 l/100 km"
186,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"284,41 €",150 PS,110 kW,Benzin,171 g/km,"7,5 l/100 km"
187,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"225,00 €",122 PS,90 kW,Elektro,,
188,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",26.899 km,04/2022,36 Monate (anpassbar),"489,00 €",286 PS,210 kW,Diesel,176 g/km,"6,7 l/100 km"
189,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"330,45 €",151 PS,111 kW,Elektro,,
190,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",27.594 km,04/2022,36 Monate (anpassbar),"449,00 €",204 PS,150 kW,Diesel,139 g/km,"5,3 l/100 km"
191,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,124 g/km,"6,7 l/100 km"
192,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,118 g/km,"5,2 l/100 km"
193,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",23.999 km,05/2022,36 Monate (anpassbar),"489,00 €",286 PS,210 kW,Diesel,176 g/km,"6,7 l/100 km"
194,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"438,44 €",184 PS,135 kW,Elektro,,
195,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"157,00 €",80 PS,59 kW,Benzin,124 g/km,"5,5 l/100 km"
196,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"159,00 €",129 PS,95 kW,Benzin,121 g/km,"5,4 l/100 km"
197,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"293,00 €",158 PS,116 kW,Benzin,151 g/km,"6,7 l/100 km"
198,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"189,00 €",131 PS,96 kW,Benzin,119 g/km,"5,3 l/100 km"
199,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",8.990 km,05/2022,36 Monate (anpassbar),"549,99 €",286 PS,210 kW,Diesel,176 g/km,"6,9 l/100 km"
200,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",5 km,07/2022,24 Monate (anpassbar),"209,00 €",110 PS,81 kW,Benzin,125 g/km,"5,5 l/100 km"
201,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"278,00 €",110 PS,81 kW,Benzin,145 g/km,"6,0 l/100 km"
202,Fiat,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"276,56 €",118 PS,87 kW,Elektro,,
203,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"648,55 €",313 PS,230 kW,Elektro,,
204,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",25.343 km,05/2022,36 Monate (anpassbar),"420,00 €",204 PS,150 kW,Diesel,142 g/km,"5,4 l/100 km"
205,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,36 Monate (anpassbar),"472,43 €",204 PS,150 kW,Benzin,183 g/km,"8,0 l/100 km"
206,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"194,00 €",140 PS,103 kW,Benzin,121 g/km,"5,3 l/100 km"
207,Renault,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"299,00 €",130 PS,96 kW,Elektro,,
208,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"399,00 €",200 PS,147 kW,Diesel,150 g/km,"5,7 l/100 km"
209,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"144,98 €",90 PS,66 kW,Benzin,112 g/km,"5,5 l/100 km"
210,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"205,00 €",95 PS,70 kW,Benzin,125 g/km,"5,5 l/100 km"
211,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"312,97 €",150 PS,110 kW,Benzin,139 g/km,"6,2 l/100 km"
212,Jeep,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"336,62 €",156 PS,115 kW,Elektro,,
213,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"241,57 €",170 PS,125 kW,Elektro,,
214,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",11.000 km,06/2022,60 Monate (anpassbar),"210,96 €",140 PS,103 kW,Benzin,133 g/km,"5,8 l/100 km"
215,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",26.065 km,04/2022,36 Monate (anpassbar),"459,00 €",204 PS,150 kW,Diesel,139 g/km,"5,3 l/100 km"
216,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"353,00 €",150 PS,110 kW,Benzin,154 g/km,"6,0 l/100 km"
217,Ora Funky Cat,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,42 Monate (anpassbar),"245,00 €",171 PS,126 kW,Elektro,,
218,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",25.752 km,04/2022,36 Monate (anpassbar),"365,00 €",265 PS,195 kW,Benzin,163 g/km,"7,2 l/100 km"
219,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,12 Monate (anpassbar),"177,00 €",110 PS,81 kW,Benzin,139 g/km,"4,9 l/100 km"
220,Citroën,5.000 km (anpassbar),"0,00 € (anpassbar)",1 km,Neuwagen,48 Monate (anpassbar),"334,16 €",136 PS,100 kW,Elektro,,
221,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"266,00 €",150 PS,110 kW,Benzin,133 g/km,"5,9 l/100 km"
222,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"157,28 €",101 PS,74 kW,Benzin,102 g/km,"4,5 l/100 km"
223,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"429,22 €",228 PS,168 kW,Elektro,,
224,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,12/2022,60 Monate (anpassbar),"229,00 €",140 PS,103 kW,Andere,128 g/km,"5,6 l/100 km"
225,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"185,46 €",131 PS,96 kW,Benzin,131 g/km,"5,8 l/100 km"
226,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"239,00 €",129 PS,95 kW,Benzin,120 g/km,"5,3 l/100 km"
227,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",23.120 km,06/2022,36 Monate (anpassbar),"344,00 €",204 PS,150 kW,Benzin,130 g/km,"5,7 l/100 km"
228,Hyundai,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"155,00 €",101 PS,74 kW,Benzin,127 g/km,"5,6 l/100 km"
229,Jeep,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"299,00 €",156 PS,115 kW,Benzin,1 g/km,"1,0 l/100 km"
230,Jeep,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,48 €",156 PS,115 kW,Elektro,,
231,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",136 PS,100 kW,Elektro,,
232,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",160 PS,118 kW,Benzin,139 g/km,"6,1 l/100 km"
233,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"289,00 €",140 PS,103 kW,Benzin,131 g/km,"5,8 l/100 km"
234,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",131 PS,96 kW,Benzin,102 g/km,"4,5 l/100 km"
235,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",131 PS,96 kW,Benzin,109 g/km,"4,8 l/100 km"
236,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"339,00 €",158 PS,116 kW,Benzin,125 g/km,"5,5 l/100 km"
237,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"269,00 €",110 PS,81 kW,Benzin,109 g/km,"4,8 l/100 km"
238,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"379,50 €",158 PS,116 kW,Benzin,125 g/km,"5,5 l/100 km"
239,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"239,87 €",136 PS,100 kW,Elektro,,
240,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.917 km,06/2022,36 Monate (anpassbar),"513,00 €",286 PS,210 kW,Diesel,178 g/km,"6,8 l/100 km"
241,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",6.490 km,03/2023,24 Monate (anpassbar),"219,45 €",101 PS,74 kW,Benzin,126 g/km,"5,6 l/100 km"
242,Renault,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"339,15 €",131 PS,96 kW,Elektro,,
243,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",26.799 km,03/2022,36 Monate (anpassbar),"475,00 €",286 PS,210 kW,Diesel,176 g/km,"6,7 l/100 km"
244,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"209,00 €",130 PS,96 kW,Benzin,129 g/km,"5,7 l/100 km"
245,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"179,00 €",80 PS,59 kW,Benzin,124 g/km,"6,4 l/100 km"
246,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"249,00 €",129 PS,95 kW,Benzin,120 g/km,"5,3 l/100 km"
247,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"239,00 €",131 PS,96 kW,Benzin,121 g/km,"5,4 l/100 km"
248,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"345,00 €",150 PS,110 kW,Benzin,153 g/km,"6,8 l/100 km"
249,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"329,01 €",150 PS,110 kW,Benzin,130 g/km,"5,7 l/100 km"
250,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,48 Monate (anpassbar),"232,00 €",140 PS,103 kW,Benzin,145 g/km,"5,8 l/100 km"
251,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"442,26 €",325 PS,239 kW,Elektro,,
252,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",18.000 km,04/2022,48 Monate (anpassbar),"495,00 €",286 PS,210 kW,Diesel,178 g/km,"6,8 l/100 km"
253,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"284,41 €",150 PS,110 kW,Benzin,139 g/km,"6,2 l/100 km"
254,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"284,95 €",160 PS,118 kW,Benzin,136 g/km,"6,0 l/100 km"
255,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,18 Monate (anpassbar),"297,00 €",150 PS,110 kW,Benzin,145 g/km,"6,5 l/100 km"
256,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.744 km,04/2022,36 Monate (anpassbar),"467,00 €",204 PS,150 kW,Diesel,139 g/km,"5,3 l/100 km"
257,Toyota,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"229,00 €",92 PS,68 kW,Hybrid,64 g/km,"3,8 l/100 km"
258,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"333,00 €",150 PS,110 kW,Benzin,155 g/km,"6,9 l/100 km"
259,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,125 g/km,"5,5 l/100 km"
260,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"341,82 €",136 PS,100 kW,Elektro,,
261,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",110 PS,81 kW,Benzin,123 g/km,"5,4 l/100 km"
262,Mitsubishi,30.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"371,00 €",188 PS,138 kW,Hybrid,39 g/km,"1,7 l/100 km"
263,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"265,00 €",129 PS,95 kW,Benzin,132 g/km,"5,8 l/100 km"
264,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"329,00 €",150 PS,110 kW,Benzin,139 g/km,"6,2 l/100 km"
265,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",8.224 km,06/2022,36 Monate (anpassbar),"649,00 €",286 PS,210 kW,Diesel,176 g/km,"6,7 l/100 km"
266,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"207,06 €",150 PS,110 kW,Benzin,136 g/km,"6,0 l/100 km"
267,Jeep,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"355,48 €",156 PS,115 kW,Elektro,,
268,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"474,24 €",325 PS,239 kW,Elektro,,
269,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"459,83 €",228 PS,168 kW,Elektro,,
270,Jeep,10.000 km (anpassbar),"0,00 € (anpassbar)",49 km,02/2023,60 Monate (anpassbar),"229,00 €",130 PS,96 kW,Benzin,138 g/km,"6,1 l/100 km"
271,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",21.886 km,06/2022,36 Monate (anpassbar),"521,00 €",286 PS,210 kW,Diesel,178 g/km,"6,8 l/100 km"
272,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",22 km,02/2023,30 Monate (anpassbar),"229,00 €",101 PS,74 kW,Benzin,126 g/km,"5,6 l/100 km"
273,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"259,46 €",131 PS,96 kW,Diesel,143 g/km,"5,4 l/100 km"
274,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"415,31 €",170 PS,125 kW,Diesel,237 g/km,"8,9 l/100 km"
275,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,42 Monate (anpassbar),"349,00 €",158 PS,116 kW,Benzin,125 g/km,"5,5 l/100 km"
276,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",10.276 km,04/2022,36 Monate (anpassbar),"389,00 €",204 PS,150 kW,Benzin,138 g/km,"6,1 l/100 km"
277,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"239,00 €",110 PS,81 kW,Benzin,135 g/km,"5,9 l/100 km"
278,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",33.211 km,04/2022,36 Monate (anpassbar),"474,00 €",204 PS,150 kW,Diesel,139 g/km,"5,3 l/100 km"
279,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"658,00 €",204 PS,150 kW,Diesel,150 g/km,"5,7 l/100 km"
280,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"185,00 €",80 PS,59 kW,Benzin,125 g/km,"5,0 l/100 km"
281,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"219,54 €",170 PS,125 kW,Elektro,,
282,Hyundai,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"155,00 €",101 PS,74 kW,Benzin,113 g/km,"4,9 l/100 km"
283,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"266,00 €",110 PS,81 kW,Benzin,151 g/km,"5,3 l/100 km"
284,Toyota,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"148,75 €",72 PS,53 kW,Benzin,114 g/km,"4,8 l/100 km"
285,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,00 €",158 PS,116 kW,Benzin,125 g/km,"5,5 l/100 km"
286,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"270,00 €",110 PS,81 kW,Benzin,141 g/km,"6,0 l/100 km"
287,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",14.093 km,05/2022,36 Monate (anpassbar),"429,00 €",163 PS,120 kW,Diesel,125 g/km,"4,7 l/100 km"
288,Jeep,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"319,00 €",156 PS,115 kW,Elektro,,
289,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"313,99 €",156 PS,115 kW,Elektro,,
290,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"271,63 €",136 PS,100 kW,Elektro,,
291,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",27.400 km,07/2022,36 Monate (anpassbar),"425,00 €",204 PS,150 kW,Diesel,140 g/km,"5,3 l/100 km"
292,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"399,00 €",280 PS,206 kW,Benzin,189 g/km,"8,3 l/100 km"
293,Toyota,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"162,61 €",72 PS,53 kW,Benzin,108 g/km,"4,8 l/100 km"
294,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",17.399 km,03/2022,36 Monate (anpassbar),"499,00 €",286 PS,210 kW,Diesel,176 g/km,"6,7 l/100 km"
295,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"201,11 €",95 PS,70 kW,Benzin,125 g/km,"5,5 l/100 km"
296,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,00 €",150 PS,110 kW,Diesel,119 g/km,"4,5 l/100 km"
297,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",15.000 km,02/2022,60 Monate (anpassbar),"359,00 €",184 PS,135 kW,Diesel,150 g/km,"6,8 l/100 km"
298,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"469,00 €",184 PS,135 kW,Elektro,,
299,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"389,00 €",150 PS,110 kW,Diesel,123 g/km,"4,7 l/100 km"
